t,model,average,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,type,architecture,weight_type,precision,merged,hub_license,params_b,hub_hearts,available_on_the_hub,model_sha,flagged,moe,date,fullname,url
🔶,BioMistral/BioMistral-7B,52.33,54.27,79.09,55.56,51.61,73.48,0,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,357,TRUE,e7298b35e5460a37b83fb0dc69eae03f46b49275,TRUE,TRUE,2024-02-18T13:42:17Z,BioMistral/BioMistral-7B,https://huggingface.co/BioMistral/BioMistral-7B
💬,beaugogh/Llama2-7b-openorca-mc-v2-dpo,52.32,54.78,81.48,47.2,53.13,72.85,4.47,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,apache-2.0,7,0,FALSE,734a6f0c69e1e53b988c107926bc17cb0536f851,TRUE,TRUE,2023-10-16T12:54:17Z,beaugogh/Llama2-7b-openorca-mc-v2-dpo,https://huggingface.co/beaugogh/Llama2-7b-openorca-mc-v2-dpo
🔶,OpenBuddy/openbuddy-atom-13b-v9-bf16,52.31,51.19,75.99,49.33,48.66,73.32,15.39,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,apache-2.0,13,5,TRUE,35bb2c73953f6ea40be6f0c8c6b2dfa7ecbaa0df,TRUE,TRUE,2023-09-09T10:52:17Z,OpenBuddy/openbuddy-atom-13b-v9-bf16,https://huggingface.co/OpenBuddy/openbuddy-atom-13b-v9-bf16
🔶,jondurbin/airoboros-13b-gpt4-1.2,52.31,58.36,81.61,48.84,47.54,73.64,3.87,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,3,TRUE,482bd38b65e73fde13f5d03fed2bee7acda8fadd,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-13b-gpt4-1.2,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.2
🔶,eachadea/vicuna-13b,52.3,51.71,79.94,50.84,52.68,71.03,7.58,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",12,0,FALSE,ac4218770a58baaaaf25201076fe082abb6ffd13,TRUE,TRUE,2023-10-16T12:46:18Z,eachadea/vicuna-13b,https://huggingface.co/eachadea/vicuna-13b
🔶,prithivida/Asimov-7B-v2,52.29,54.27,78.72,52.59,45.44,71.82,10.92,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Adapter,4bit,TRUE,mit,7,0,TRUE,0aeea2284ac78cac081bee88e5a98a19bb987227,TRUE,TRUE,2023-11-28T15:16:03Z,prithivida/Asimov-7B-v2,https://huggingface.co/prithivida/Asimov-7B-v2
🔶,Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,52.29,51.11,76.75,49.39,48.49,71.98,16,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,189304f388007b3be70818d8f9842b4512faf310,TRUE,TRUE,2024-01-31T13:31:45Z,Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,https://huggingface.co/Charlie911/vicuna-7b-v1.5-lora-mmlu-merged
🔶,ericpolewski/Palworld-SME-13b,52.28,55.55,80.81,53.64,46.67,74.82,2.2,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-sa-3.0,13,0,TRUE,4b3b88c21071c77cffb23ddb5508c86f735fe229,TRUE,TRUE,2024-02-05T13:40:14Z,ericpolewski/Palworld-SME-13b,https://huggingface.co/ericpolewski/Palworld-SME-13b
🔶,mncai/Llama2-7B-guanaco-1k,52.28,55.12,80.53,47.93,47.69,74.82,7.58,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",7,0,FALSE,5f3194b779897bbc4c4218a9dddc44a9b5faea15,TRUE,TRUE,2023-10-16T12:48:18Z,mncai/Llama2-7B-guanaco-1k,https://huggingface.co/mncai/Llama2-7B-guanaco-1k
💬,Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2,52.28,52.13,77.63,48.52,45.02,72.53,17.82,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,daede60607179be05b5d6e90b4c6777806b10fb8,TRUE,TRUE,2023-12-04T12:45:04Z,Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2,https://huggingface.co/Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2
🟢,nnethercott/llava-v1.5-7b-hf-vicuna,52.28,52.65,76.09,51.68,45.86,72.06,15.31,🟢 pretrained,LlamaForCausalLM,Original,float16,TRUE,llama2,6,0,TRUE,62343e8b8383aed371cb04aa01aff8a143b82ff9,TRUE,TRUE,2024-02-23T21:40:19Z,nnethercott/llava-v1.5-7b-hf-vicuna,https://huggingface.co/nnethercott/llava-v1.5-7b-hf-vicuna
🟢,nnethercott/llava-v1.5-7b_vicuna,52.28,52.65,76.09,51.68,45.86,72.06,15.31,🟢 pretrained,LlamaForCausalLM,Original,float16,TRUE,llama2,6,0,TRUE,d33e2a87f99380302bc77ac270630bd7fd23baaf,TRUE,TRUE,2024-02-25T07:31:05Z,nnethercott/llava-v1.5-7b_vicuna,https://huggingface.co/nnethercott/llava-v1.5-7b_vicuna
🔶,andrijdavid/Meta-Llama-3-13B-Instruct,52.27,53.16,69.07,59.08,50.07,68.9,13.34,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,FALSE,other,13,0,TRUE,474e750f496928b85ffe03a21fe1eb4c0c1540af,TRUE,TRUE,2024-05-07T21:42:37Z,andrijdavid/Meta-Llama-3-13B-Instruct,https://huggingface.co/andrijdavid/Meta-Llama-3-13B-Instruct
💬,TFLai/Platypus2-13B-QLoRA-0.80-epoch,52.27,57.76,81.63,55.63,39.7,75.93,2.96,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Adapter,4bit,TRUE,"",13,0,FALSE,114eb8efd2de1c9eae85d92de490b95c854dfae9,TRUE,TRUE,2023-09-09T10:52:17Z,TFLai/Platypus2-13B-QLoRA-0.80-epoch,https://huggingface.co/TFLai/Platypus2-13B-QLoRA-0.80-epoch
🔶,oh-yeontaek/llama-2-7B-LoRA-assemble,52.26,57.34,78.81,50.75,53.18,73.48,0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",7,5,FALSE,72e866a96a2e9afc6527c8d757c69088c3a069c8,TRUE,TRUE,2023-10-16T12:48:18Z,oh-yeontaek/llama-2-7B-LoRA-assemble,https://huggingface.co/oh-yeontaek/llama-2-7B-LoRA-assemble
🔶,Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,52.26,53.5,75.82,50.79,44.75,72.69,16,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,TRUE,llama2,7,0,TRUE,dffa41945e5bdac60bd7541ef775642a02189d15,TRUE,TRUE,2024-01-24T15:44:39Z,Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,https://huggingface.co/Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt
💬,Korabbit/Llama-2-7b-chat-hf-afr-200step-merged,52.26,52.05,77.38,48.65,44.6,71.9,18.95,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,858de1c14854e55d5141b8d1b3954b335044669e,TRUE,TRUE,2023-11-21T11:22:14Z,Korabbit/Llama-2-7b-chat-hf-afr-200step-merged,https://huggingface.co/Korabbit/Llama-2-7b-chat-hf-afr-200step-merged
💬,kalisai/Nusantara-7b-Indo-Chat,52.25,48.55,72.84,52.03,45.63,69.53,24.94,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,3,TRUE,e6e0dfe507ba70b5f33c1631cd67d35c6484a1cb,TRUE,TRUE,2024-03-10T18:13:37Z,kalisai/Nusantara-7b-Indo-Chat,https://huggingface.co/kalisai/Nusantara-7b-Indo-Chat
💬,beaugogh/Llama2-7b-openorca-mc-v1,52.24,55.63,80.17,48.44,51.62,73.48,4.09,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,apache-2.0,7,0,FALSE,2c4096fa2129665fb127f1c2a1302f30565a5265,TRUE,TRUE,2023-09-09T10:52:17Z,beaugogh/Llama2-7b-openorca-mc-v1,https://huggingface.co/beaugogh/Llama2-7b-openorca-mc-v1
🔶,zarakiquemparte/zararp-1.1-l2-7b,52.22,56.48,78.85,51.49,51.99,73.4,1.14,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,7,4,TRUE,31fa6527a3285d5fd320219d7c2dadde07b83718,TRUE,TRUE,2023-10-16T12:46:18Z,zarakiquemparte/zararp-1.1-l2-7b,https://huggingface.co/zarakiquemparte/zararp-1.1-l2-7b
?,LTC-AI-Labs/L2-7b-Hermes-Synthia,52.21,51.02,79.12,47.88,46.77,74.51,13.95,"",LlamaForCausalLM,Original,float16,TRUE,llama2,7,3,TRUE,6f9bd33be62c4b5dbbb8d76ad30d61c3ceb01641,TRUE,TRUE,2023-12-06T01:54:49Z,LTC-AI-Labs/L2-7b-Hermes-Synthia,https://huggingface.co/LTC-AI-Labs/L2-7b-Hermes-Synthia
🔶,ranamhamoud/storytell,52.2,56.06,79.85,47.89,44.57,72.85,11.98,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,TRUE,mit,0,0,TRUE,c43b25539daef831e2cc9a667090e401c77b2804,TRUE,TRUE,2024-04-21T13:22:23Z,ranamhamoud/storytell,https://huggingface.co/ranamhamoud/storytell
💬,wang7776/Llama-2-7b-chat-hf-20-attention-sparsity,52.19,53.41,77.91,47.49,45.84,70.72,17.74,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,6,0,TRUE,d095cb8c872249e6b324ec25c7e388aa9203e5b4,TRUE,TRUE,2024-01-25T18:11:04Z,wang7776/Llama-2-7b-chat-hf-20-attention-sparsity,https://huggingface.co/wang7776/Llama-2-7b-chat-hf-20-attention-sparsity
🔶,TheBloke/Nous-Hermes-13B-SuperHOT-8K-fp16,52.18,55.29,81.87,48.23,51.19,75.3,1.21,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,4,TRUE,b407c1ece029ad5693d38e6e0931e9482962ed15,TRUE,TRUE,2023-09-09T10:52:17Z,TheBloke/Nous-Hermes-13B-SuperHOT-8K-fp16,https://huggingface.co/TheBloke/Nous-Hermes-13B-SuperHOT-8K-fp16
🔶,dvruette/oasst-llama-13b-1000-steps,52.18,58.11,81.52,48.65,35.99,77.51,11.3,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",13,0,FALSE,d2cd599cc40db3370009f45d6caa7e486cb6d31f,TRUE,TRUE,2023-09-09T10:52:17Z,dvruette/oasst-llama-13b-1000-steps,https://huggingface.co/dvruette/oasst-llama-13b-1000-steps
🔶,HyperbeeAI/Tulpar-7b-v1,52.16,57,79.69,51.33,51.83,72.45,0.68,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,2,FALSE,719d8e1eb4a820f01e0a92ef6220d041964bb472,TRUE,TRUE,2023-10-16T12:46:18Z,HyperbeeAI/Tulpar-7b-v1,https://huggingface.co/HyperbeeAI/Tulpar-7b-v1
🔶,TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-GPTQ,52.15,57,80.32,47.08,53.46,74.35,0.68,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,GPTQ,TRUE,other,16,46,TRUE,085eb5cd394f30d72bf5efcf83a580e87264b3e8,TRUE,TRUE,2023-10-16T13:19:55Z,TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-GPTQ,https://huggingface.co/TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-GPTQ
🔶,Sao10K/Stheno-1.3-L2-13B,52.15,56.83,81.7,52.79,50.23,71.11,0.23,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,0,TRUE,45ba2f603769aa6b97639962f522b8d7398c2393,TRUE,TRUE,2023-10-16T12:46:18Z,Sao10K/Stheno-1.3-L2-13B,https://huggingface.co/Sao10K/Stheno-1.3-L2-13B
💬,xxyyy123/mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2,52.13,57.17,79.57,50.24,52.51,72.93,0.38,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Adapter,float16,TRUE,"",7,0,FALSE,9c4a7444d6fb12931e50f111053e016531fe60b7,TRUE,TRUE,2023-09-09T10:52:17Z,xxyyy123/mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2,https://huggingface.co/xxyyy123/mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2
🔶,StudentLLM/Alpagasus-2-13B-QLoRA-pipeline,52.13,58.28,80.98,54.14,34.21,75.93,9.25,🔶 fine-tuned on domain-specific datasets,Unknown,Original,4bit,TRUE,"",12,0,FALSE,86329885e029c1f4fb6ff6b6f3409007158499e7,TRUE,TRUE,2023-09-09T10:52:17Z,StudentLLM/Alpagasus-2-13B-QLoRA-pipeline,https://huggingface.co/StudentLLM/Alpagasus-2-13B-QLoRA-pipeline
🔶,OpenBuddy/openbuddy-mixtral-7bx8-v16.3-32k,52.13,26.45,80.83,71.99,56.39,77.11,0,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,apache-2.0,46,18,TRUE,133279baf54f2b8fe414203318272e7d3619ace4,TRUE,FALSE,2024-01-02T04:21:29Z,OpenBuddy/openbuddy-mixtral-7bx8-v16.3-32k,https://huggingface.co/OpenBuddy/openbuddy-mixtral-7bx8-v16.3-32k
🔶,Biomimicry-AI/ANIMA-Nectar-v2,52.13,53.24,76.63,54.21,49.04,74.11,5.53,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,mit,7,0,TRUE,304e41b614d1ac9debccfa266887640b508c9823,TRUE,TRUE,2023-12-05T10:59:38Z,Biomimicry-AI/ANIMA-Nectar-v2,https://huggingface.co/Biomimicry-AI/ANIMA-Nectar-v2
🔶,Xwin-LM/Xwin-LM-7B-V0.1,52.08,56.57,79.4,49.98,47.89,73.32,5.31,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,76,TRUE,470e680120a7249d6e8a875345015ddba1711100,TRUE,TRUE,2023-10-16T13:27:38Z,Xwin-LM/Xwin-LM-7B-V0.1,https://huggingface.co/Xwin-LM/Xwin-LM-7B-V0.1
🔶,l3utterfly/llama2-7b-layla,52.05,54.18,79.34,49.7,46.5,74.11,8.49,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,2,TRUE,733016abcd2abee63eb45ed63d2bba14b91da217,TRUE,TRUE,2023-09-09T10:52:17Z,l3utterfly/llama2-7b-layla,https://huggingface.co/l3utterfly/llama2-7b-layla
🔶,LTC-AI-Labs/L2-7b-Beluga-WVG-Test,52.04,53.75,78.38,51.57,45.76,74.9,7.88,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",7,0,FALSE,b90c207e248c0ad541274c2eb5ef76da1181802f,TRUE,TRUE,2023-10-16T13:19:55Z,LTC-AI-Labs/L2-7b-Beluga-WVG-Test,https://huggingface.co/LTC-AI-Labs/L2-7b-Beluga-WVG-Test
🔶,lvkaokao/llama2-7b-hf-chat-lora,52.03,55.72,78.75,47.99,43.11,75.85,10.77,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,,6,0,FALSE,e92a1439ac8d2edb5e311b8a42e13ed7c5e70db5,TRUE,TRUE,2023-09-09T10:52:17Z,lvkaokao/llama2-7b-hf-chat-lora,https://huggingface.co/lvkaokao/llama2-7b-hf-chat-lora
🔶,bofenghuang/vigogne-2-7b-instruct,52.02,56.23,79.97,47.17,49.51,75.45,3.79,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,7,26,FALSE,8f4dd9c870f748322989168af5c109e16b01c63d,TRUE,TRUE,2023-10-16T12:48:18Z,bofenghuang/vigogne-2-7b-instruct,https://huggingface.co/bofenghuang/vigogne-2-7b-instruct
🔶,jisukim8873/mistral-7B-alpaca-case-1-2,52.01,57.34,79.31,56.02,44.58,74.82,0,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,0,TRUE,8df8e9f61a0d5ca5a5d5e7418dc2f9eb348f916b,TRUE,TRUE,2024-04-01T04:27:43Z,jisukim8873/mistral-7B-alpaca-case-1-2,https://huggingface.co/jisukim8873/mistral-7B-alpaca-case-1-2
💬,wang7776/Llama-2-7b-chat-hf-20-sparsity,52.01,52.47,77.91,47.27,45.88,70.72,17.82,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,7,0,TRUE,7b44f4902cde1b21b48c87c0379c7aab819436ef,TRUE,TRUE,2023-12-13T17:55:23Z,wang7776/Llama-2-7b-chat-hf-20-sparsity,https://huggingface.co/wang7776/Llama-2-7b-chat-hf-20-sparsity
🔶,haonan-li/bactrian-x-llama-13b-merged,52,56.4,79.33,48.4,48.38,73.95,5.53,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",12,0,FALSE,cc5ee2231066c147423f89e9df40f7364c3275a5,TRUE,TRUE,2023-10-16T12:46:18Z,haonan-li/bactrian-x-llama-13b-merged,https://huggingface.co/haonan-li/bactrian-x-llama-13b-merged
🟩,hfl/chinese-llama-2-13b,52,55.8,79.51,52.94,38.26,75.69,9.78,🟩 continuously pretrained,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,13,33,TRUE,043f8d278c0338b7cc89656ec3581ec8955838b5,TRUE,TRUE,2024-05-29T03:07:09Z,hfl/chinese-llama-2-13b,https://huggingface.co/hfl/chinese-llama-2-13b
🔶,lmsys/vicuna-7b-v1.5,51.99,53.24,77.39,50.82,50.33,72.06,8.11,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,llama2,7,247,TRUE,de56c35b1763eaae20f4d60efd64af0a9091ebe5,TRUE,TRUE,2023-09-09T10:52:17Z,lmsys/vicuna-7b-v1.5,https://huggingface.co/lmsys/vicuna-7b-v1.5
🔶,JosephusCheung/Qwen-LLaMAfied-7B-Chat,51.99,50.94,83.47,53.52,46.09,73.16,4.78,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,gpl-3.0,7,102,TRUE,4d70cf0047a7a5cd2c864bc2606e81f0830e4405,TRUE,TRUE,2023-10-16T13:27:38Z,JosephusCheung/Qwen-LLaMAfied-7B-Chat,https://huggingface.co/JosephusCheung/Qwen-LLaMAfied-7B-Chat
🔶,OpenBuddy/openbuddy-mistral-7b-v13-base,51.99,52.9,76.12,57.54,52.82,71.35,1.21,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,10,TRUE,8ff18d61b1c8295ecd73153b8e0b63934187a50e,TRUE,TRUE,2023-10-16T12:46:18Z,OpenBuddy/openbuddy-mistral-7b-v13-base,https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13-base
🔶,Charlie911/vicuna-7b-v1.5-general-temporal-merged,51.98,52.47,75.83,49.09,47.06,73.16,14.25,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,6,0,TRUE,2683a990206099178aab7e09cca5f330151c4e79,TRUE,TRUE,2024-02-25T18:24:03Z,Charlie911/vicuna-7b-v1.5-general-temporal-merged,https://huggingface.co/Charlie911/vicuna-7b-v1.5-general-temporal-merged
🤝,davzoku/frankencria-llama2-11b-v1.3-m.1,51.96,52.82,77.5,48,46.87,71.59,15.01,🤝 base merges and moerges,LlamaForCausalLM,Original,bfloat16,FALSE,llama2,9,0,TRUE,b528d28472ee973165ca216337e66207a0d7c6e3,TRUE,TRUE,2024-02-14T14:00:41Z,davzoku/frankencria-llama2-11b-v1.3-m.1,https://huggingface.co/davzoku/frankencria-llama2-11b-v1.3-m.1
🔶,jondurbin/spicyboros-7b-2.2,51.95,56.57,80.09,48.47,47.22,74.51,4.85,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,29,TRUE,fdf075081555f3ed84c037e8dd3fe85c3b3609d7,TRUE,TRUE,2023-10-16T12:54:17Z,jondurbin/spicyboros-7b-2.2,https://huggingface.co/jondurbin/spicyboros-7b-2.2
🔶,xxyyy123/10k_v1_lora_qkvo_rank28_v2,51.95,55.38,79.21,50.5,52.75,73.24,0.61,🔶 fine-tuned on domain-specific datasets,Unknown,Adapter,float16,TRUE,"",0,0,FALSE,70e38a7424544193f0ad6a93ae26a5bfd15e4e90,TRUE,TRUE,2023-09-09T10:52:17Z,xxyyy123/10k_v1_lora_qkvo_rank28_v2,https://huggingface.co/xxyyy123/10k_v1_lora_qkvo_rank28_v2
💬,pe-nlp/llama-2-13b-vicuna-wizard,51.94,57.76,82.16,54.68,41.11,74.98,0.91,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,"",13,0,FALSE,b51bf8c4e132308751cc8b9d9c1131539f79f07f,TRUE,TRUE,2023-09-09T10:52:17Z,pe-nlp/llama-2-13b-vicuna-wizard,https://huggingface.co/pe-nlp/llama-2-13b-vicuna-wizard
🔶,kunkun666/kunkun_dat_llama_13b_alpaca,51.93,59.73,82.35,53.7,40.11,74.43,1.29,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,apache-2.0,13,0,TRUE,59c04ee6ca2db96ffaa8c6020c67d76be78236f9,TRUE,TRUE,2024-04-23T06:29:52Z,kunkun666/kunkun_dat_llama_13b_alpaca,https://huggingface.co/kunkun666/kunkun_dat_llama_13b_alpaca
💬,chinoll/Yi-6b-200k-dpo,51.93,43.09,74.53,64,45.51,73.09,11.37,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,6,0,TRUE,925c5fbaeccb321ba8edbde79c3d994adc460a41,TRUE,TRUE,2023-12-01T14:45:08Z,chinoll/Yi-6b-200k-dpo,https://huggingface.co/chinoll/Yi-6b-200k-dpo
💬,chinoll/Yi-7b-dpo,51.93,43.09,74.53,64,45.51,73.09,11.37,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,TRUE,"",6,0,FALSE,925c5fbaeccb321ba8edbde79c3d994adc460a41,TRUE,TRUE,2023-12-01T14:44:13Z,chinoll/Yi-7b-dpo,https://huggingface.co/chinoll/Yi-7b-dpo
🔶,indischepartij/MiniCPM-3B-OpenHermes-2.5-v2,51.91,47.44,72,53.06,42.28,65.43,31.24,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,apache-2.0,3,12,TRUE,e192b35bd2b59f3fe7f6987b4459eaa59b69fc9b,TRUE,TRUE,2024-02-12T18:52:35Z,indischepartij/MiniCPM-3B-OpenHermes-2.5-v2,https://huggingface.co/indischepartij/MiniCPM-3B-OpenHermes-2.5-v2
🔶,NousResearch/Nous-Hermes-llama-2-7b,51.87,55.12,78.94,48.34,49.01,74.03,5.76,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,mit,6,67,TRUE,60e58acecdc1552e1b1752a38d1d91d942d1c3f0,TRUE,TRUE,2023-09-09T10:52:17Z,NousResearch/Nous-Hermes-llama-2-7b,https://huggingface.co/NousResearch/Nous-Hermes-llama-2-7b
🔶,OpenBuddy/openbuddy-zephyr-7b-v14.1,51.86,52.13,75.02,56.21,49.84,73.24,4.7,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,50,TRUE,208b6fb841239a36fb0ea675179a231e0ad9d287,TRUE,TRUE,2024-01-05T08:48:08Z,OpenBuddy/openbuddy-zephyr-7b-v14.1,https://huggingface.co/OpenBuddy/openbuddy-zephyr-7b-v14.1
🔶,ashercn97/manatee-7b,51.84,54.52,78.95,49.26,46.77,74.51,7.05,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,7,2,FALSE,e66094c43ffe6c5b3f4164cd4ba048d3bc422fd0,TRUE,TRUE,2023-10-16T12:46:18Z,ashercn97/manatee-7b,https://huggingface.co/ashercn97/manatee-7b
🔶,migtissera/Synthia-7B,51.83,56.14,78.6,50.35,45.03,74.27,6.6,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,4,TRUE,4f9e95665d95b4c692910190ff77257216e476f1,TRUE,TRUE,2023-09-09T10:52:17Z,migtissera/Synthia-7B,https://huggingface.co/migtissera/Synthia-7B
🔶,Sao10K/Medusa-1.1-L2-7B,51.8,56.48,78.57,51.56,47.7,75.06,1.44,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,6,2,TRUE,df23c3d22bc546dbce0267415e94bdb482446c06,TRUE,TRUE,2023-10-16T12:46:18Z,Sao10K/Medusa-1.1-L2-7B,https://huggingface.co/Sao10K/Medusa-1.1-L2-7B
💬,wang7776/Llama-2-7b-chat-hf-30-attention-sparsity,51.8,53.41,76.87,47.04,45.02,71.03,17.44,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,6,0,TRUE,06031965747c6a43923b2a84555ceba5f6d2aecc,TRUE,TRUE,2024-01-26T20:31:16Z,wang7776/Llama-2-7b-chat-hf-30-attention-sparsity,https://huggingface.co/wang7776/Llama-2-7b-chat-hf-30-attention-sparsity
🔶,elliotthwang/Elliott-Chinese-LLaMa-GPTQ,51.79,51.02,75.23,49.58,45.09,72.61,17.21,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",53,0,FALSE,bbbca62bb340b4ae0a19ba93dae38fc9f9787c16,TRUE,TRUE,2023-10-16T12:54:17Z,elliotthwang/Elliott-Chinese-LLaMa-GPTQ,https://huggingface.co/elliotthwang/Elliott-Chinese-LLaMa-GPTQ
🔶,Sao10K/Stheno-Mix-L2-20B,51.79,57.76,79.63,52.51,51.8,68.98,0.08,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,20,0,TRUE,6f9dcdaae6ef9071effe63d2107abe8b9712345b,TRUE,TRUE,2023-10-16T12:54:17Z,Sao10K/Stheno-Mix-L2-20B,https://huggingface.co/Sao10K/Stheno-Mix-L2-20B
🔶,umd-zhou-lab/recycled-wizardlm-7b-v2.0,51.79,54.95,77.85,45.79,48.29,71.51,12.36,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,llama2,7,2,TRUE,4a770caf3509b3fdda5ed54735dc40a8f0442c61,TRUE,TRUE,2024-01-09T13:41:26Z,umd-zhou-lab/recycled-wizardlm-7b-v2.0,https://huggingface.co/umd-zhou-lab/recycled-wizardlm-7b-v2.0
🔶,jondurbin/airoboros-13b-gpt4-1.3,51.76,58.53,81.6,46.96,45.29,75.85,2.35,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,0,TRUE,32a474742c2a235ca12c96afaea57dcb6b46ef56,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-13b-gpt4-1.3,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.3
